pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
PID_KITPATHWAY,2.13E-05,52,3,CRKL  DOK1  KIT,1,1,8
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.000138048,97,3,CFL2  CRKL  LIMK2,1,0,8
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,0.001011636,45,2,CRKL  RPS6KA3,1,0,8
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.001431202,216,3,CFL2  CRKL  LIMK2,1,0,8
PID_FCER1PATHWAY,0.00191167,62,2,DOK1  WIPF1,1,0,8
REACTOME_SIGNALING_BY_SCF_KIT,0.003005292,78,2,GRAP  KIT,1,0,8
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,0.003639359,86,2,ANAPC7  RPS6KA3,1,0,8
REACTOME_L1CAM_INTERACTIONS,0.003639359,86,2,ANK3  RPS6KA3,1,0,8
BIOCARTA_MAPK_PATHWAY,0.00372264,87,2,MAP4K5  RPS6KA3,1,0,8
KEGG_OOCYTE_MEIOSIS,0.006301127,114,2,ANAPC7  RPS6KA3,1,0,8
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.007645928,126,2,CRKL  RPS6KA3,1,0,8
KEGG_AXON_GUIDANCE,0.008000705,129,2,CFL2  LIMK2,1,0,8
PID_PDGFRBPATHWAY,0.008000705,129,2,DOK1  RPS6KA3,1,0,8
ST_TYPE_I_INTERFERON_PATHWAY,0.009412282,9,1,IFNAR1,1,0,8
BIOCARTA_RANKL_PATHWAY,0.014604807,14,1,IFNAR1,1,0,8
PID_TCRJNKPATHWAY,0.014604807,14,1,CRKL,1,0,8
REACTOME_SIGNAL_ATTENUATION,0.014604807,14,1,DOK1,1,0,8
BIOCARTA_41BB_PATHWAY,0.017707869,17,1,MAP4K5,1,0,8
REACTOME_REGULATION_OF_KIT_SIGNALING,0.017707869,17,1,KIT,1,0,8
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,0.018740153,18,1,CRKL,1,0,8
REACTOME_SIGNALING_BY_NODAL,0.018740153,18,1,ACVR1B,1,0,8
REACTOME_ERK_MAPK_TARGETS,0.02183081,21,1,RPS6KA3,1,0,8
PID_PDGFRAPATHWAY,0.022858968,22,1,CRKL,1,0,8
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.022858968,22,1,ANAPC7,1,0,8
BIOCARTA_GLEEVEC_PATHWAY,0.023886096,23,1,CRKL,1,0,8
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,0.023886096,23,1,ANK3,1,0,8
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,0.023886096,23,1,ANAPC7,1,0,8
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.024912195,24,1,ANAPC7,1,0,8
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.024912195,24,1,RPS6KA3,1,0,8
REACTOME_REGULATION_OF_IFNA_SIGNALING,0.024912195,24,1,IFNAR1,1,0,8
SA_B_CELL_RECEPTOR_COMPLEXES,0.024912195,24,1,RPS6KA3,1,0,8
BIOCARTA_BAD_PATHWAY,0.026961313,26,1,KIT,1,0,8
KEGG_SELENOAMINO_ACID_METABOLISM,0.026961313,26,1,METTL2B,1,0,8
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,0.026961313,26,1,ANAPC7,1,0,8
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS,0.027984334,27,1,RPS6KA3,1,0,8
REACTOME_RECYCLING_PATHWAY_OF_L1,0.027984334,27,1,RPS6KA3,1,0,8
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,0.027984334,27,1,LIMK2,1,0,8
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,0.02900633,28,1,ANAPC7,1,0,8
KEGG_HISTIDINE_METABOLISM,0.030027303,29,1,METTL2B,1,0,8
PID_REELINPATHWAY,0.030027303,29,1,CRKL,1,0,8
PID_IGF1_PATHWAY,0.031047253,30,1,CRKL,1,0,8
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.031047253,30,1,RPS6KA3,1,0,8
BIOCARTA_PYK2_PATHWAY,0.032066182,31,1,CRKL,1,0,8
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,0.03308409,32,1,LIMK2,1,0,8
ST_ERK1_ERK2_MAPK_PATHWAY,0.03308409,32,1,RPS6KA3,1,0,8
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS,0.034100979,33,1,RPS6KA3,1,0,8
PID_EPHA_FWDPATHWAY,0.035116849,34,1,CRKL,1,0,8
PID_EPOPATHWAY,0.035116849,34,1,CRKL,1,0,8
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,0.035116849,34,1,RPS6KA3,1,0,8
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.036131702,35,1,CFL2,1,0,8
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,0.037145538,36,1,RPS6KA3,1,0,8
BIOCARTA_GPCR_PATHWAY,0.038158358,37,1,RPS6KA3,1,0,8
BIOCARTA_MET_PATHWAY,0.038158358,37,1,CRKL,1,0,8
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS,0.038158358,37,1,RPS6KA3,1,0,8
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY,0.038158358,37,1,RPS6KA3,1,0,8
BIOCARTA_IL2RB_PATHWAY,0.039170163,38,1,CRKL,1,0,8
BIOCARTA_INTEGRIN_PATHWAY,0.039170163,38,1,CRKL,1,0,8
PID_RET_PATHWAY,0.040180955,39,1,DOK1,1,0,8
PID_IFNGPATHWAY,0.041190734,40,1,CRKL,1,0,8
KEGG_TYROSINE_METABOLISM,0.043207258,42,1,METTL2B,1,0,8
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING,0.044214004,43,1,CRKL,1,0,8
PID_INSULIN_PATHWAY,0.046224472,45,1,DOK1,1,0,8
PID_RHOA_PATHWAY,0.046224472,45,1,LIMK2,1,0,8
SIG_CHEMOTAXIS,0.046224472,45,1,CFL2,1,0,8
PID_TNFPATHWAY,0.047228194,46,1,MAP4K5,1,0,8
PID_HEDGEHOG_GLIPATHWAY,0.049232623,48,1,CSNK1G3,1,0,8
PID_FOXOPATHWAY,0.05023333,49,1,CSNK1G3,1,0,8
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE,0.051233034,50,1,RPS6KA3,1,0,8
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.052231736,51,1,RPS6KA3,1,0,8
KEGG_MTOR_SIGNALING_PATHWAY,0.053229437,52,1,RPS6KA3,1,0,8
PID_CASPASE_PATHWAY,0.053229437,52,1,CFL2,1,0,8
PID_PTP1BPATHWAY,0.053229437,52,1,DOK1,1,0,8
KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.057210247,56,1,CSNK1G3,1,0,8
PID_P53REGULATIONPATHWAY,0.060185388,59,1,CSNK1G3,1,0,8
KEGG_ACUTE_MYELOID_LEUKEMIA,0.061175113,60,1,KIT,1,0,8
PID_AR_PATHWAY,0.062163845,61,1,RPS6KA3,1,0,8
PID_TRKRPATHWAY,0.063151586,62,1,CRKL,1,0,8
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C,0.065124095,64,1,ANAPC7,1,0,8
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.065124095,64,1,IFNAR1,1,0,8
PID_BCR_5PATHWAY,0.066108866,65,1,DOK1,1,0,8
