"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"PID_CASPASE_PATHWAY",0.000183801112557897,52,2,"CFL2  TFAP2A",1,0
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES",0.0139169702167666,35,1,"CFL2",1,0
"PID_RAC1_REG_PATHWAY",0.0151019286696705,38,1,"EPS8",1,0
"SIG_CHEMOTAXIS",0.0178619875767083,45,1,"CFL2",1,0
"PID_CDC42_PATHWAY",0.0276641729141582,70,1,"EPS8",1,0
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.0381542845587074,97,1,"CFL2",1,0
"PID_ERBB1_DOWNSTREAM_PATHWAY",0.0412433862741211,105,1,"EPS8",1,0
"KEGG_AXON_GUIDANCE",0.050458668518599,129,1,"CFL2",1,0
"PID_PDGFRBPATHWAY",0.050458668518599,129,1,"EPS8",1,0
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.0832176964340082,216,1,"CFL2",1,0
