"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_",0.00299685120749194,15,1,"FN1",1,0
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",0.00299685120749194,15,1,"FN1",1,0
"PID_INTEGRIN5_PATHWAY",0.00339592183593873,17,1,"FN1",1,0
"REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA",0.00359541221839688,18,1,"TCEB1",1,0
"PID_HIF1APATHWAY",0.00379487265034173,19,1,"TCEB1",1,0
"PID_INTEGRIN_A9B1_PATHWAY",0.00499100644911432,25,1,"FN1",1,0
"PID_LYMPHANGIOGENESIS_PATHWAY",0.00499100644911432,25,1,"FN1",1,0
"REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN",0.00499100644911432,25,1,"TCEB1",1,0
"REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING",0.00538947824715652,27,1,"FN1",1,0
"PID_SYNDECAN_4_PATHWAY",0.00638513413279951,32,1,"FN1",1,0
"REACTOME_ELONGATION_ARREST_AND_RECOVERY",0.00638513413279951,32,1,"TCEB1",1,0
"PID_INTEGRIN_A4B1_PATHWAY",0.00658417557227609,33,1,"FN1",1,0
"PID_SYNDECAN_2_PATHWAY",0.00658417557227609,33,1,"FN1",1,0
"PID_HIF2PATHWAY",0.00678318710619252,34,1,"TCEB1",1,0
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",0.00718112046932773,36,1,"FN1",1,0
"PID_UPA_UPAR_PATHWAY",0.00837420313680748,42,1,"FN1",1,0
"PID_INTEGRIN3_PATHWAY",0.00857294565546929,43,1,"FN1",1,0
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_",0.008970341068956,45,1,"TCEB1",1,0
"PID_ANGIOPOIETINRECEPTOR_PATHWAY",0.00996330693667369,50,1,"FN1",1,0
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G",0.0103602842802258,52,1,"TCEB1",1,0
"REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS",0.0121452051627583,61,1,"TCEB1",1,0
"PID_INTEGRIN1_PATHWAY",0.0131357839747931,66,1,"FN1",1,0
"KEGG_RENAL_CELL_CARCINOMA",0.0139277104843792,70,1,"TCEB1",1,0
"PID_AVB3_INTEGRIN_PATHWAY",0.0149169482603093,75,1,"FN1",1,0
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.0157078024254159,79,1,"FN1",1,0
"KEGG_ECM_RECEPTOR_INTERACTION",0.0166957003761095,84,1,"FN1",1,0
"KEGG_SMALL_CELL_LUNG_CANCER",0.0166957003761095,84,1,"FN1",1,0
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_",0.0176828545024622,89,1,"FN1",1,0
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.0180775079658467,91,1,"FN1",1,0
"REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",0.0206398576696286,104,1,"TCEB1",1,0
"REACTOME_RNA_POL_II_TRANSCRIPTION",0.0208367535567078,105,1,"TCEB1",1,0
"REACTOME_HIV_LIFE_CYCLE",0.0247684403132803,125,1,"TCEB1",1,0
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.0261417293660066,132,1,"TCEB1",1,0
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.0273176794505403,138,1,"TCEB1",1,0
"KEGG_FOCAL_ADHESION",0.0396009604458242,201,1,"FN1",1,0
"REACTOME_HIV_INFECTION",0.0407646983287009,207,1,"TCEB1",1,0
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",0.0409585517721753,208,1,"FN1",1,0
"REACTOME_TRANSCRIPTION",0.0413461705112749,210,1,"TCEB1",1,0
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.041733671739705,212,1,"TCEB1",1,0
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.0425083217595618,216,1,"FN1",1,0
