"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.00300241393337299,212,2,"TCEB1  UBR2",1,0
"REACTOME_ERKS_ARE_INACTIVATED",0.00479076877416573,12,1,"MAPK7",1,0
"BIOCARTA_ERK5_PATHWAY",0.0071786131739664,18,1,"MAPK7",1,0
"REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA",0.0071786131739664,18,1,"TCEB1",1,0
"PID_HIF1APATHWAY",0.00757609946635984,19,1,"TCEB1",1,0
"REACTOME_ERK_MAPK_TARGETS",0.00837065433548789,21,1,"MAPK7",1,0
"ST_GA12_PATHWAY",0.00916465252913512,23,1,"MAPK7",1,0
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",0.00956144297713868,24,1,"MAPK7",1,0
"REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN",0.00995809438163309,25,1,"TCEB1",1,0
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",0.0119392672128888,30,1,"MAPK7",1,0
"BIOCARTA_HDAC_PATHWAY",0.0127307645018074,32,1,"MAPK7",1,0
"REACTOME_ELONGATION_ARREST_AND_RECOVERY",0.0127307645018074,32,1,"TCEB1",1,0
"PID_HIF2PATHWAY",0.0135217069519974,34,1,"TCEB1",1,0
"PID_MAPKTRKPATHWAY",0.0135217069519974,34,1,"MAPK7",1,0
"ST_JNK_MAPK_PATHWAY",0.0158912086034766,40,1,"MAPK7",1,0
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_",0.0178619875767083,45,1,"TCEB1",1,0
"REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE",0.0198293123336368,50,1,"MAPK7",1,0
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G",0.0206152762187706,52,1,"TCEB1",1,0
"REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS",0.0241452935274833,61,1,"TCEB1",1,0
"KEGG_RENAL_CELL_CARCINOMA",0.0276641729141582,70,1,"TCEB1",1,0
"REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE",0.0284446365866924,72,1,"MAPK7",1,0
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",0.0284446365866924,72,1,"MED8",1,0
"REACTOME_TRIF_MEDIATED_TLR3_SIGNALING",0.0292245520570823,74,1,"MAPK7",1,0
"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION",0.0303933981056607,77,1,"MAPK7",1,0
"REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE",0.032727396518811,83,1,"MAPK7",1,0
"BIOCARTA_MAPK_PATHWAY",0.034280662968101,87,1,"MAPK7",1,0
"KEGG_GAP_JUNCTION",0.0354441801184063,90,1,"MAPK7",1,0
"REACTOME_ACTIVATED_TLR4_SIGNALLING",0.0366064704846615,93,1,"MAPK7",1,0
"KEGG_GNRH_SIGNALING_PATHWAY",0.0396999222806961,101,1,"MAPK7",1,0
"REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",0.0408577239194443,104,1,"TCEB1",1,0
"REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION",0.0408577239194443,104,1,"MED8",1,0
"PID_ERBB1_DOWNSTREAM_PATHWAY",0.0412433862741211,105,1,"MAPK7",1,0
"REACTOME_RNA_POL_II_TRANSCRIPTION",0.0412433862741211,105,1,"TCEB1",1,0
"REACTOME_TOLL_RECEPTOR_CASCADES",0.0462446635974756,118,1,"MAPK7",1,0
"REACTOME_HIV_LIFE_CYCLE",0.0489281919506598,125,1,"TCEB1",1,0
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.0493110133073592,126,1,"MAPK7",1,0
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.051605111296131,132,1,"TCEB1",1,0
"REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE",0.0535131579435479,137,1,"MAPK7",1,0
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.0538943639414562,138,1,"TCEB1",1,0
"REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM",0.065268253659978,168,1,"MED8",1,0
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",0.0791311442814812,205,1,"MAPK7",1,0
"REACTOME_HIV_INFECTION",0.0798753370788771,207,1,"TCEB1",1,0
"REACTOME_TRANSCRIPTION",0.0809906395810428,210,1,"TCEB1",1,0
"REACTOME_SIGNALLING_BY_NGF",0.0835884130953771,217,1,"MAPK7",1,0
