"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"PID_INTEGRIN1_PATHWAY",3.41631391233805e-07,66,3,"FN1  ITGA1  TGM2",1,1
"PID_INTEGRIN_A9B1_PATHWAY",1.49662733249651e-05,25,2,"FN1  TGM2",1,1
"PID_LYMPHANGIOGENESIS_PATHWAY",1.49662733249651e-05,25,2,"FN1  ITGA1",1,1
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.000152874718195965,79,2,"FN1  ITGA1",1,0
"KEGG_ECM_RECEPTOR_INTERACTION",0.000172883579068573,84,2,"FN1  ITGA1",1,0
"KEGG_FOCAL_ADHESION",0.000985195902837928,201,2,"FN1  ITGA1",1,0
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.00113640687659849,216,2,"FN1  ITGA1",1,0
"BIOCARTA_EPHA4_PATHWAY",0.00249775078747227,10,1,"ITGA1",1,0
"REACTOME_METABOLISM_OF_PORPHYRINS",0.00349545250214756,14,1,"HMOX2",1,0
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_",0.00374475314947509,15,1,"FN1",1,0
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS",0.00374475314947509,15,1,"ITGA1",1,0
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",0.00374475314947509,15,1,"FN1",1,0
"BIOCARTA_BCELLSURVIVAL_PATHWAY",0.0039940038992502,16,1,"ITGA1",1,0
"PID_INTEGRIN5_PATHWAY",0.004243204758963,17,1,"FN1",1,0
"BIOCARTA_UCALPAIN_PATHWAY",0.00449235573610374,18,1,"ITGA1",1,0
"BIOCARTA_SPPA_PATHWAY",0.00548846096871713,22,1,"ITGA1",1,0
"PID_PRLSIGNALINGEVENTSPATHWAY",0.00573736264531932,23,1,"ITGA1",1,0
"BIOCARTA_ECM_PATHWAY",0.00598621448427283,24,1,"ITGA1",1,0
"BIOCARTA_MCALPAIN_PATHWAY",0.00623501649306235,25,1,"ITGA1",1,0
"REACTOME_SMOOTH_MUSCLE_CONTRACTION",0.00623501649306235,25,1,"ITGA1",1,0
"PID_INTEGRIN_CS_PATHWAY",0.00648376867917155,26,1,"ITGA1",1,0
"REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING",0.00673247105008401,27,1,"FN1",1,0
"PID_SYNDECAN_4_PATHWAY",0.00797523593854821,32,1,"FN1",1,0
"PID_INTEGRIN_A4B1_PATHWAY",0.00822363957538275,33,1,"FN1",1,0
"PID_SYNDECAN_2_PATHWAY",0.00822363957538275,33,1,"FN1",1,0
"BIOCARTA_AGR_PATHWAY",0.00896855193877699,36,1,"ITGA1",1,0
"REACTOME_IRON_UPTAKE_AND_TRANSPORT",0.00896855193877699,36,1,"HMOX2",1,0
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",0.00896855193877699,36,1,"FN1",1,0
"BIOCARTA_MET_PATHWAY",0.00921675656912702,37,1,"ITGA1",1,0
"BIOCARTA_INTEGRIN_PATHWAY",0.00946491146654493,38,1,"ITGA1",1,0
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.0102090778359444,41,1,"HMOX2",1,0
"PID_UPA_UPAR_PATHWAY",0.0104570338763684,42,1,"FN1",1,0
"PID_INTEGRIN3_PATHWAY",0.0107049402212235,43,1,"FN1",1,0
"PID_TCPTP_PATHWAY",0.0107049402212235,43,1,"ITGA1",1,0
"REACTOME_MUSCLE_CONTRACTION",0.0119437267734051,48,1,"ITGA1",1,0
"PID_ARF6_TRAFFICKINGPATHWAY",0.0121913351016995,49,1,"ITGA1",1,0
"PID_ANGIOPOIETINRECEPTOR_PATHWAY",0.0124388937867022,50,1,"FN1",1,0
"PID_TXA2PATHWAY",0.0141704151965328,57,1,"TGM2",1,0
"REACTOME_SEMAPHORIN_INTERACTIONS",0.0168864696205215,68,1,"ITGA1",1,0
"PID_AVB3_INTEGRIN_PATHWAY",0.0186117486644143,75,1,"FN1",1,0
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.0188580192419139,76,1,"ITGA1",1,0
"ST_INTEGRIN_SIGNALING_PATHWAY",0.0203346046855617,82,1,"ITGA1",1,0
"KEGG_SMALL_CELL_LUNG_CANCER",0.0208264045753699,84,1,"FN1",1,0
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.0210722304428694,85,1,"ITGA1",1,0
"REACTOME_L1CAM_INTERACTIONS",0.0213180069353517,86,1,"ITGA1",1,0
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.0218094118250166,88,1,"ITGA1",1,0
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_",0.0220550402370736,89,1,"FN1",1,0
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.0225461490328157,91,1,"FN1",1,0
"KEGG_DILATED_CARDIOMYOPATHY",0.022791629431371,92,1,"ITGA1",1,0
"PID_CXCR4_PATHWAY",0.0252437218800288,102,1,"ITGA1",1,0
"KEGG_HUNTINGTONS_DISEASE",0.045406709890277,185,1,"TGM2",1,0
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",0.0509345780389981,208,1,"FN1",1,0
