"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"BIOCARTA_PTDINS_PATHWAY",3.52732635049141e-05,23,2,"PRKCZ  RPS6KB1",1,1
"PID_IGF1_PATHWAY",6.05628163101063e-05,30,2,"PRKCZ  RPS6KB1",1,0
"PID_IL2_PI3KPATHWAY",7.80426547351062e-05,34,2,"PRKCZ  RPS6KB1",1,0
"PID_INSULIN_PATHWAY",0.000137419476027373,45,2,"PRKCZ  RPS6KB1",1,0
"PID_RHOA_PATHWAY",0.000137419476027373,45,2,"MSN  PRKCZ",1,0
"PID_CDC42_PATHWAY",0.000333546845390048,70,2,"PRKCZ  RPS6KB1",1,0
"KEGG_INSULIN_SIGNALING_PATHWAY",0.0012695248405126,137,2,"PRKCZ  RPS6KB1",1,0
"BIOCARTA_IL4_PATHWAY",0.0043923065425554,11,1,"RPS6KB1",1,0
"REACTOME_MTORC1_MEDIATED_SIGNALLING",0.0043923065425554,11,1,"RPS6KB1",1,0
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.00638322266437963,16,1,"PRKCZ",1,0
"BIOCARTA_IGF1MTOR_PATHWAY",0.00797344650626097,20,1,"RPS6KB1",1,0
"BIOCARTA_NDKDYNAMIN_PATHWAY",0.00837065433548789,21,1,"PICALM",1,0
"BIOCARTA_CTCF_PATHWAY",0.00916465252913512,23,1,"RPS6KB1",1,0
"BIOCARTA_MTOR_PATHWAY",0.00916465252913512,23,1,"RPS6KB1",1,0
"BIOCARTA_RAC1_PATHWAY",0.00916465252913512,23,1,"RPS6KB1",1,0
"BIOCARTA_EIF4_PATHWAY",0.00956144297713868,24,1,"RPS6KB1",1,0
"PID_INSULIN_GLUCOSE_PATHWAY",0.0103546067843842,26,1,"PRKCZ",1,0
"PID_RXR_VDR_PATHWAY",0.0103546067843842,26,1,"RPS6KB1",1,0
"ST_INTERLEUKIN_4_PATHWAY",0.0103546067843842,26,1,"RPS6KB1",1,0
"REACTOME_RECYCLING_PATHWAY_OF_L1",0.0107509802271462,27,1,"MSN",1,0
"REACTOME_PKB_MEDIATED_EVENTS",0.0115433103996697,29,1,"RPS6KB1",1,0
"PID_RAS_PATHWAY",0.0119392672128888,30,1,"PRKCZ",1,0
"PID_NEPHRIN_NEPH1_PATHWAY",0.0123350852330341,31,1,"PRKCZ",1,0
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",0.0123350852330341,31,1,"PRKCZ",1,0
"PID_WNT_NONCANONICAL_PATHWAY",0.0127307645018074,32,1,"PRKCZ",1,0
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",0.0131263050609012,33,1,"MCFD2",1,0
"PID_IL1PATHWAY",0.0135217069519974,34,1,"PRKCZ",1,0
"SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES",0.0143120948968699,36,1,"RPS6KB1",1,0
"ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY",0.0147070810339583,37,1,"RPS6KB1",1,0
"BIOCARTA_IL2RB_PATHWAY",0.0151019286696705,38,1,"RPS6KB1",1,0
"PID_AMB2_NEUTROPHILS_PATHWAY",0.0162856409847978,41,1,"PRKCZ",1,0
"PID_ER_NONGENOMIC_PATHWAY",0.0162856409847978,41,1,"MSN",1,0
