"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00598621448427283,24,1,"NADK",1,0
"REACTOME_SIGNALING_BY_ROBO_RECEPTOR",0.0074782793464595,30,1,"CLASP1",1,0
"REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS",0.0109527968779803,44,1,"RAB11FIP2",1,0
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",0.0126864028358785,51,1,"RAB11FIP2",1,0
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",0.0126864028358785,51,1,"NADK",1,0
"REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES",0.0146646892351041,59,1,"CLASP1",1,0
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",0.016393087348351,66,1,"CLASP1",1,0
"REACTOME_MITOTIC_G2_G2_M_PHASES",0.0200886306483731,81,1,"CLASP1",1,0
"REACTOME_MITOTIC_PROMETAPHASE",0.0215637340602548,87,1,"CLASP1",1,0
"REACTOME_MITOTIC_M_M_G1_PHASES",0.042270887850779,172,1,"CLASP1",1,0
"KEGG_ENDOCYTOSIS",0.0449248111192552,183,1,"RAB11FIP2",1,0
"REACTOME_DNA_REPLICATION",0.0470918239764982,192,1,"CLASP1",1,0
