"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"PID_AR_TF_PATHWAY",6.85526610808887e-05,53,2,"JUN  NR3C1",1,0
"PID_AP1_PATHWAY",0.000119936876438942,70,2,"JUN  NR3C1",1,0
"PID_MET_PATHWAY",0.000156778871528433,80,2,"JUN  RANBP9",1,0
"PID_REG_GR_PATHWAY",0.00016473363610291,82,2,"JUN  NR3C1",1,0
"PID_SMAD2_3NUCLEARPATHWAY",0.00016473363610291,82,2,"JUN  NR3C1",1,0
"REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.00249775078747227,10,1,"JUN",1,0
"BIOCARTA_ARENRF2_PATHWAY",0.00324610194977604,13,1,"JUN",1,0
"BIOCARTA_D4GDI_PATHWAY",0.00324610194977604,13,1,"JUN",1,0
"BIOCARTA_DREAM_PATHWAY",0.00349545250214756,14,1,"JUN",1,0
"PID_TCRJNKPATHWAY",0.00349545250214756,14,1,"JUN",1,0
"BIOCARTA_HIF_PATHWAY",0.00374475314947509,15,1,"JUN",1,0
"BIOCARTA_CDMAC_PATHWAY",0.0039940038992502,16,1,"JUN",1,0
"BIOCARTA_41BB_PATHWAY",0.004243204758963,17,1,"JUN",1,0
"BIOCARTA_CARDIACEGF_PATHWAY",0.00449235573610374,18,1,"JUN",1,0
"BIOCARTA_ETS_PATHWAY",0.00449235573610374,18,1,"JUN",1,0
"BIOCARTA_NGF_PATHWAY",0.00449235573610374,18,1,"JUN",1,0
"BIOCARTA_EPO_PATHWAY",0.00474145683816152,19,1,"JUN",1,0
"BIOCARTA_ATM_PATHWAY",0.00499050807262491,20,1,"JUN",1,0
"BIOCARTA_CCR5_PATHWAY",0.00499050807262491,20,1,"JUN",1,0
"BIOCARTA_IGF1_PATHWAY",0.00523950944698126,21,1,"JUN",1,0
"BIOCARTA_GCR_PATHWAY",0.00548846096871713,22,1,"NR3C1",1,0
"BIOCARTA_IL2_PATHWAY",0.00548846096871713,22,1,"JUN",1,0
"BIOCARTA_IL6_PATHWAY",0.00548846096871713,22,1,"JUN",1,0
"BIOCARTA_INSULIN_PATHWAY",0.00548846096871713,22,1,"JUN",1,0
"PID_PDGFRAPATHWAY",0.00548846096871713,22,1,"JUN",1,0
"BIOCARTA_GLEEVEC_PATHWAY",0.00573736264531932,23,1,"JUN",1,0
"BIOCARTA_IL12_PATHWAY",0.00573736264531932,23,1,"JUN",1,0
"ST_GA12_PATHWAY",0.00573736264531932,23,1,"JUN",1,0
"BIOCARTA_NTHI_PATHWAY",0.00598621448427283,24,1,"NR3C1",1,0
"BIOCARTA_TPO_PATHWAY",0.00598621448427283,24,1,"JUN",1,0
"PID_S1P_S1P2_PATHWAY",0.00598621448427283,24,1,"JUN",1,0
"SA_B_CELL_RECEPTOR_COMPLEXES",0.00598621448427283,24,1,"JUN",1,0
"BIOCARTA_STRESS_PATHWAY",0.00623501649306235,25,1,"JUN",1,0
"ST_GRANULE_CELL_SURVIVAL_PATHWAY",0.00673247105008401,27,1,"JUN",1,0
"BIOCARTA_TNFR1_PATHWAY",0.00722972637624641,29,1,"JUN",1,0
"PID_TCRCALCIUMPATHWAY",0.00722972637624641,29,1,"JUN",1,0
"REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION",0.00722972637624641,29,1,"JUN",1,0
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY",0.00722972637624641,29,1,"JUN",1,0
"BIOCARTA_FAS_PATHWAY",0.0074782793464595,30,1,"JUN",1,0
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",0.0074782793464595,30,1,"JUN",1,0
"BIOCARTA_EGF_PATHWAY",0.00772678253140013,31,1,"JUN",1,0
"BIOCARTA_PYK2_PATHWAY",0.00772678253140013,31,1,"JUN",1,0
"PID_AVB3_OPN_PATHWAY",0.00772678253140013,31,1,"JUN",1,0
"PID_CD40_PATHWAY",0.00772678253140013,31,1,"JUN",1,0
"PID_NEPHRIN_NEPH1_PATHWAY",0.00772678253140013,31,1,"JUN",1,0
"BIOCARTA_PDGF_PATHWAY",0.00797523593854821,32,1,"JUN",1,0
"BIOCARTA_IL1R_PATHWAY",0.00822363957538275,33,1,"JUN",1,0
"PID_IL12_STAT4PATHWAY",0.00822363957538275,33,1,"JUN",1,0
"PID_HDAC_CLASSII_PATHWAY",0.00847199344938077,34,1,"NR3C1",1,0
"PID_IL1PATHWAY",0.00847199344938077,34,1,"JUN",1,0
"BIOCARTA_AGR_PATHWAY",0.00896855193877699,36,1,"JUN",1,0
"BIOCARTA_AT1R_PATHWAY",0.00896855193877699,36,1,"JUN",1,0
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION",0.00896855193877699,36,1,"NR3C1",1,0
"BIOCARTA_BCR_PATHWAY",0.00921675656912702,37,1,"JUN",1,0
"BIOCARTA_GPCR_PATHWAY",0.00921675656912702,37,1,"JUN",1,0
"BIOCARTA_MET_PATHWAY",0.00921675656912702,37,1,"JUN",1,0
"BIOCARTA_TOLL_PATHWAY",0.00921675656912702,37,1,"JUN",1,0
"PID_FRA_PATHWAY",0.00921675656912702,37,1,"JUN",1,0
"BIOCARTA_INTEGRIN_PATHWAY",0.00946491146654493,38,1,"JUN",1,0
"PID_P38ALPHABETADOWNSTREAMPATHWAY",0.00946491146654493,38,1,"JUN",1,0
"PID_RET_PATHWAY",0.0097130166385051,39,1,"JUN",1,0
"ST_JNK_MAPK_PATHWAY",0.00996107209248054,40,1,"JUN",1,0
"BIOCARTA_FCER1_PATHWAY",0.0102090778359444,41,1,"JUN",1,0
"PID_ERBB2ERBB3PATHWAY",0.0109527968779803,44,1,"JUN",1,0
"PID_HNF3APATHWAY",0.0109527968779803,44,1,"JUN",1,0
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",0.0109527968779803,44,1,"JUN",1,0
"PID_HNF3BPATHWAY",0.0112006038541078,45,1,"NR3C1",1,0
"PID_ILK_PATHWAY",0.0112006038541078,45,1,"JUN",1,0
"PID_RHOA_PATHWAY",0.0112006038541078,45,1,"JUN",1,0
"ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS",0.0112006038541078,45,1,"JUN",1,0
"BIOCARTA_KERATINOCYTE_PATHWAY",0.0114483611570763,46,1,"JUN",1,0
"PID_PS1PATHWAY",0.0114483611570763,46,1,"JUN",1,0
"PID_IL6_7PATHWAY",0.0116960687943529,47,1,"JUN",1,0
"PID_NFAT_TFPATHWAY",0.0116960687943529,47,1,"JUN",1,0
"BIOCARTA_TCR_PATHWAY",0.0121913351016995,49,1,"JUN",1,0
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",0.0121913351016995,49,1,"NR3C1",1,0
"REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE",0.0124388937867022,50,1,"JUN",1,0
