"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS",0.000380078601064655,45,2,"CRKL  RPS6KA3",1,0
"REACTOME_TRIF_MEDIATED_TLR3_SIGNALING",0.00102599623569494,74,2,"RPS6KA3  TBK1",1,0
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.00138228760717467,86,2,"ANAPC7  RPS6KA3",1,0
"REACTOME_L1CAM_INTERACTIONS",0.00138228760717467,86,2,"ANK3  RPS6KA3",1,0
"BIOCARTA_MAPK_PATHWAY",0.00141429358499505,87,2,"MAP4K5  RPS6KA3",1,0
"REACTOME_ACTIVATED_TLR4_SIGNALLING",0.00161375520155082,93,2,"RPS6KA3  TBK1",1,0
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.00193667185219781,102,2,"IFNAR1  TBK1",1,0
"KEGG_OOCYTE_MEIOSIS",0.00241106061761266,114,2,"ANAPC7  RPS6KA3",1,0
"REACTOME_TOLL_RECEPTOR_CASCADES",0.00258021679305228,118,2,"RPS6KA3  TBK1",1,0
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.00293491782569535,126,2,"CRKL  RPS6KA3",1,0
"KEGG_INSULIN_SIGNALING_PATHWAY",0.00345799791667691,137,2,"CRKL  PHKG2",1,0
"ST_TYPE_I_INTERFERON_PATHWAY",0.00583597730515628,9,1,"IFNAR1",1,0
"BIOCARTA_RANKL_PATHWAY",0.00906458620783135,14,1,"IFNAR1",1,0
"PID_TCRJNKPATHWAY",0.00906458620783135,14,1,"CRKL",1,0
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.00906458620783135,14,1,"TBK1",1,0
"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY",0.00906458620783135,14,1,"TBK1",1,0
"BIOCARTA_41BB_PATHWAY",0.0109971029747155,17,1,"MAP4K5",1,0
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",0.0116405017467387,18,1,"PHKG2",1,0
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",0.0116405017467387,18,1,"CRKL",1,0
"REACTOME_SIGNALING_BY_NODAL",0.0116405017467387,18,1,"ACVR1B",1,0
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.0135683805914908,21,1,"SEC23A",1,0
"REACTOME_ERK_MAPK_TARGETS",0.0135683805914908,21,1,"RPS6KA3",1,0
"PID_PDGFRAPATHWAY",0.0142102350913309,22,1,"CRKL",1,0
"REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE",0.0142102350913309,22,1,"ANAPC7",1,0
"BIOCARTA_GLEEVEC_PATHWAY",0.014851704054381,23,1,"CRKL",1,0
